443.7557,662.5655,0,8.176976,19.05498
443.5345,662.986,1,249.7343,11.86329
448.9085,666.6436,2,8.838889,18.1
443.619,663.769,3,8.455471,18.96183
455.2765,638.3986,4,8.591037,18.70028
455.114,638.454,5,8.757936,17.84127
454.8566,638.4698,6,8.209643,19.07128
454.2728,638.575,7,8.129944,19.09228
453.6843,638.7916,8,8.132936,19.12302
452.9494,639.0126,9,8.171429,19.09333
452.1375,639.1448,10,8.80303,17.95076
451.6513,639.854,11,8.141473,19.00388
451.1015,640.8275,12,8.157464,19.02658
450.6879,641.9922,13,8.150289,19.04239
450.2405,643.2614,14,8.184971,19.16956
449.9138,644.6689,15,8.269841,18.91156
449.7163,645.8908,16,8.141243,19.05838
449.5464,647.0806,17,8.85614,17.87719
449.6002,648.0887,18,8.06367,19.13483
449.6396,648.998,19,8.138728,19.14643
449.6791,649.6914,20,8.149621,19.17045
449.6397,650.2719,21,8.146893,19.05273
449.723,650.6607,22,8.693798,17.78682
449.5942,650.8386,23,8.171429,19.09333
449.5868,650.9138,24,8.054902,18.95686
449.7235,651.1994,25,8.138258,19.27273
449.8559,651.2357,26,8.091429,19.05905
450.0383,651.3094,27,8.288733,18.92488
450.1004,651.1323,28,8.105364,19.07854
450.1237,651.0057,29,8.765306,17.95918
450.0506,650.7405,30,8.18644,19.17138
449.9114,650.4064,31,8.145957,19.04931
449.8827,649.8673,32,8.141473,19.00388
449.8081,649.3309,33,8.127168,19.19268
449.8921,648.6497,34,8.787879,17.96212
450.148,647.9323,35,8.18644,19.17138
450.4506,647.224,36,8.182171,19.12597
450.8636,646.5588,37,8.16,19.12762
451.1537,646.0165,38,8.151341,19.09004
451.461,645.744,39,8.342996,18.9227
451.5532,645.4775,40,8.146893,19.05273
451.5529,645.3355,41,8.860606,18.36061
451.5561,645.4543,42,8.144508,19.04817
451.4312,645.7092,43,8.17349,19.09552
451.2123,646.1419,44,8.184971,19.16956
450.9077,646.3638,45,8.127168,19.19268
450.4969,646.5414,46,8.682171,18
450.0409,646.4348,47,8.12,19.00762
449.6131,646.2613,48,8.111111,18.96935
449.3792,646.057,49,8.132948,19.08285
449.2491,645.7994,50,8.071706,19.02713
449.0583,645.4909,51,8.384804,18.95098
449.0945,645.356,52,8.154285,19.13333
449.0389,645.3766,53,8.566092,18.61494
448.9049,645.2431,54,8.11368,19.08863
448.7245,645.2483,55,8.111111,18.96935
448.6138,645.936,56,8.078998,19.30443
448.1427,646.2272,57,8.149621,19.17045
447.9795,646.3006,58,8.747127,17.84291
447.7314,646.519,59,8.131086,19.10112
447.6599,646.6058,60,8.079922,19.154
447.5415,646.3671,61,8.118095,19.14286
447.5624,646.3282,62,8.116858,19.13218
447.5352,646.2589,63,8.385417,18.78646
447.5541,646.1355,64,8.1079,19.19846
448.1864,647.8469,65,8.514124,18.60452
448.2194,647.7973,66,8.121387,19.19846
447.5966,646.4361,67,8.090196,19.1098
